"id_compra","fecha_compra","orden_compra","factura_distribuidor","lote_compra","codigo_distribuidor","codigo_producto","cantidad_cajas","unidades_por_caja","cantidad_unidades","precio_lista_unitario","descuento_distribuidor","valor_descuento","costo_unitario_neto","total_compra_neto","codigo_sucursal_entrega","estado_compra","condicion_pago","observacion"
906,"2026-10-06","OC-2026-0406","F-D004-202610-3678","L202610-357-0406","D008","P011",9,24,216,"2100.00","10.00","210.00","1890.00","408240.00","NORTE","Recibido","30 días crédito",NULL
907,"2026-09-26","OC-2026-0407","F-D008-202609-5010","L202609-275-0407","D005","P016",57,60,3420,"4000.00","10.00","400.00","3600.00","12312000.00","NORTE","Recibido","30 días crédito","Compra controlada: producto de alta rotación"
908,"2026-01-18","OC-2026-0408","F-D001-202601-0434","L202601-814-0408","D007","P015",49,20,980,"1500.00","5.00","75.00","1425.00","1396500.00","CENTRO","Recibido","15 días crédito",NULL
909,"2026-02-05","OC-2026-0409","F-D001-202602-5932","L202602-957-0409","D003","P014",44,60,2640,"2300.00","4.00","92.00","2208.00","5829120.00","NORTE","Recibido","Contado contra entrega",NULL
910,"2026-09-06","OC-2026-0410","F-D007-202609-2994","L202609-340-0410","D002","P008",49,20,980,"650.00","7.00","45.50","604.50","592410.00","CENTRO","Recibido","15 días crédito",NULL
911,"2026-09-11","OC-2026-0411","F-D005-202609-6455","L202609-792-0411","D008","P001",15,60,900,"2500.00","12.00","300.00","2200.00","1980000.00","CENTRO","Recibido","30 días crédito",NULL
912,"2026-11-19","OC-2026-0412","F-D006-202611-6832","L202611-269-0412","D002","P017",34,20,680,"1800.00","8.00","144.00","1656.00","1126080.00","SUR","Recibido","15 días crédito",NULL
913,"2026-11-13","OC-2026-0413","F-D003-202611-8664","L202611-423-0413","D006","P001",39,24,936,"2500.00","14.00","350.00","2150.00","2012400.00","VALLE","Recibido","60 días crédito",NULL
914,"2026-07-07","OC-2026-0414","F-D002-202607-8711","L202607-639-0414","D002","P013",59,60,3540,"2000.00","6.00","120.00","1880.00","6655200.00","CENTRO","Recibido","15 días crédito",NULL
915,"2026-06-17","OC-2026-0415","F-D001-202606-1497","L202606-209-0415","D002","P007",54,30,1620,"2800.00","7.00","196.00","2604.00","4218480.00","VALLE","Recibido","15 días crédito",NULL
916,"2026-04-28","OC-2026-0416","F-D002-202604-2835","L202604-137-0416","D001","P015",23,50,1150,"1500.00","13.00","195.00","1305.00","1500750.00","NORTE","Recibido","30 días crédito",NULL
917,"2026-12-20","OC-2026-0417","F-D007-202612-0795","L202612-267-0417","D004","P019",47,50,2350,"500.00","14.00","70.00","430.00","1010500.00","SUR","Recibido","45 días crédito",NULL
918,"2026-02-11","OC-2026-0418","F-D001-202602-7284","L202602-979-0418","D002","P005",41,60,2460,"1100.00","7.00","77.00","1023.00","2516580.00","SUR","Recibido","15 días crédito",NULL
919,"2026-08-02","OC-2026-0419","F-D003-202608-4665","L202608-864-0419","D001","P019",7,10,70,"500.00","10.00","50.00","450.00","31500.00","NORTE","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
920,"2026-02-16","OC-2026-0420","F-D005-202602-9216","L202602-250-0420","D005","P009",51,30,1530,"900.00","11.00","99.00","801.00","1225530.00","CENTRO","Recibido","30 días crédito",NULL
921,"2026-10-09","OC-2026-0421","F-D006-202610-3247","L202610-996-0421","D008","P019",5,30,150,"500.00","10.00","50.00","450.00","67500.00","SUR","Recibido","30 días crédito",NULL
922,"2026-02-13","OC-2026-0422","F-D002-202602-3387","L202602-721-0422","D003","P006",5,30,150,"3200.00","5.00","160.00","3040.00","456000.00","NORTE","Recibido","Contado contra entrega",NULL
923,"2026-10-08","OC-2026-0423","F-D008-202610-4899","L202610-098-0423","D002","P011",58,20,1160,"2100.00","10.00","210.00","1890.00","2192400.00","CENTRO","Recibido","15 días crédito",NULL
924,"2026-09-13","OC-2026-0424","F-D005-202609-9191","L202609-500-0424","D008","P001",37,10,370,"2500.00","9.00","225.00","2275.00","841750.00","VALLE","Recibido","30 días crédito",NULL
925,"2026-03-06","OC-2026-0425","F-D008-202603-5960","L202603-180-0425","D003","P004",51,60,3060,"850.00","5.00","42.50","807.50","2470950.00","VALLE","Recibido","Contado contra entrega",NULL
926,"2026-11-20","OC-2026-0426","F-D005-202611-0821","L202611-482-0426","D002","P020",4,24,96,"650.00","7.00","45.50","604.50","58032.00","NORTE","Recibido","15 días crédito",NULL
927,"2026-11-11","OC-2026-0427","F-D004-202611-8131","L202611-189-0427","D004","P013",10,20,200,"2000.00","12.00","240.00","1760.00","352000.00","SUR","Recibido","45 días crédito",NULL
928,"2026-07-09","OC-2026-0428","F-D004-202607-3628","L202607-268-0428","D007","P008",23,60,1380,"650.00","9.00","58.50","591.50","816270.00","CENTRO","Recibido","15 días crédito",NULL
929,"2026-01-18","OC-2026-0429","F-D004-202601-6952","L202601-169-0429","D004","P011",39,60,2340,"2100.00","10.00","210.00","1890.00","4422600.00","CENTRO","Recibido","45 días crédito",NULL
930,"2026-09-24","OC-2026-0430","F-D004-202609-4516","L202609-702-0430","D007","P017",26,20,520,"1800.00","9.00","162.00","1638.00","851760.00","SUR","Recibido","15 días crédito",NULL
931,"2026-11-16","OC-2026-0431","F-D008-202611-0499","L202611-924-0431","D002","P020",19,10,190,"650.00","9.00","58.50","591.50","112385.00","CENTRO","Recibido","15 días crédito","Descuento por volumen"
932,"2026-05-10","OC-2026-0432","F-D007-202605-2541","L202605-911-0432","D004","P002",22,50,1100,"1800.00","12.00","216.00","1584.00","1742400.00","SUR","Recibido","45 días crédito",NULL
933,"2026-04-23","OC-2026-0433","F-D001-202604-8791","L202604-564-0433","D006","P017",29,24,696,"1800.00","14.00","252.00","1548.00","1077408.00","NORTE","Recibido","60 días crédito",NULL
934,"2026-04-23","OC-2026-0434","F-D008-202604-9683","L202604-757-0434","D005","P002",52,50,2600,"1800.00","8.00","144.00","1656.00","4305600.00","VALLE","Recibido","30 días crédito",NULL
935,"2026-09-12","OC-2026-0435","F-D001-202609-8091","L202609-569-0435","D006","P005",13,24,312,"1100.00","13.00","143.00","957.00","298584.00","SUR","Recibido","60 días crédito",NULL
936,"2026-11-07","OC-2026-0436","F-D006-202611-5486","L202611-590-0436","D001","P005",39,24,936,"1100.00","12.00","132.00","968.00","906048.00","NORTE","Recibido","30 días crédito",NULL
937,"2026-08-25","OC-2026-0437","F-D003-202608-0582","L202608-945-0437","D002","P006",17,30,510,"3200.00","10.00","320.00","2880.00","1468800.00","VALLE","Recibido","15 días crédito",NULL
938,"2026-02-17","OC-2026-0438","F-D008-202602-4497","L202602-350-0438","D002","P006",5,20,100,"3200.00","11.00","352.00","2848.00","284800.00","CENTRO","Recibido","15 días crédito",NULL
939,"2026-07-16","OC-2026-0439","F-D007-202607-8957","L202607-852-0439","D003","P002",25,24,600,"1800.00","9.00","162.00","1638.00","982800.00","CENTRO","Recibido","Contado contra entrega",NULL
940,"2026-04-19","OC-2026-0440","F-D008-202604-4497","L202604-897-0440","D005","P013",33,50,1650,"2000.00","10.00","200.00","1800.00","2970000.00","CENTRO","Recibido","30 días crédito",NULL
941,"2026-09-10","OC-2026-0441","F-D008-202609-9507","L202609-653-0441","D004","P007",17,50,850,"2800.00","13.00","364.00","2436.00","2070600.00","CENTRO","Recibido","45 días crédito",NULL
942,"2026-09-27","OC-2026-0442","F-D002-202609-5545","L202609-357-0442","D008","P011",33,20,660,"2100.00","13.00","273.00","1827.00","1205820.00","NORTE","Recibido","30 días crédito","Compra controlada: producto de alta rotación"
943,"2026-07-20","OC-2026-0443","F-D006-202607-2633","L202607-586-0443","D003","P015",48,60,2880,"1500.00","5.00","75.00","1425.00","4104000.00","NORTE","Recibido","Contado contra entrega",NULL
944,"2026-05-12","OC-2026-0444","F-D008-202605-1024","L202605-314-0444","D008","P016",59,24,1416,"4000.00","11.00","440.00","3560.00","5040960.00","SUR","Recibido","30 días crédito",NULL
945,"2026-09-10","OC-2026-0445","F-D004-202609-9429","L202609-655-0445","D005","P002",16,50,800,"1800.00","8.00","144.00","1656.00","1324800.00","CENTRO","Recibido","30 días crédito",NULL
946,"2026-02-24","OC-2026-0446","F-D007-202602-0243","L202602-158-0446","D003","P014",20,24,480,"2300.00","6.00","138.00","2162.00","1037760.00","CENTRO","Recibido","Contado contra entrega",NULL
947,"2026-05-23","OC-2026-0447","F-D008-202605-0787","L202605-253-0447","D005","P016",49,10,490,"4000.00","10.00","400.00","3600.00","1764000.00","SUR","Recibido","30 días crédito",NULL
948,"2026-06-17","OC-2026-0448","F-D001-202606-8369","L202606-561-0448","D006","P018",23,60,1380,"800.00","15.00","120.00","680.00","938400.00","CENTRO","Recibido","60 días crédito",NULL
949,"2026-10-01","OC-2026-0449","F-D004-202610-8909","L202610-843-0449","D008","P002",55,30,1650,"1800.00","9.00","162.00","1638.00","2702700.00","VALLE","Recibido","30 días crédito",NULL
950,"2026-12-10","OC-2026-0450","F-D004-202612-3303","L202612-609-0450","D006","P011",1,30,30,"2100.00","14.00","294.00","1806.00","54180.00","VALLE","Recibido","60 días crédito",NULL
951,"2026-01-28","OC-2026-0451","F-D006-202601-2576","L202601-672-0451","D001","P013",19,50,950,"2000.00","9.00","180.00","1820.00","1729000.00","CENTRO","Recibido","30 días crédito",NULL
952,"2026-04-19","OC-2026-0452","F-D007-202604-9815","L202604-391-0452","D002","P019",37,60,2220,"500.00","7.00","35.00","465.00","1032300.00","CENTRO","Recibido","15 días crédito",NULL
953,"2026-11-02","OC-2026-0453","F-D007-202611-7518","L202611-445-0453","D007","P005",56,10,560,"1100.00","10.00","110.00","990.00","554400.00","NORTE","Recibido","15 días crédito","Descuento por volumen"
954,"2026-08-20","OC-2026-0454","F-D005-202608-0383","L202608-953-0454","D005","P005",59,30,1770,"1100.00","12.00","132.00","968.00","1713360.00","SUR","Recibido","30 días crédito",NULL
955,"2026-07-22","OC-2026-0455","F-D003-202607-2428","L202607-146-0455","D002","P015",19,60,1140,"1500.00","8.00","120.00","1380.00","1573200.00","CENTRO","Recibido","15 días crédito",NULL
956,"2026-07-14","OC-2026-0456","F-D007-202607-7524","L202607-777-0456","D002","P008",36,10,360,"650.00","7.00","45.50","604.50","217620.00","SUR","Recibido","15 días crédito",NULL
957,"2026-06-24","OC-2026-0457","F-D002-202606-9090","L202606-596-0457","D007","P018",33,20,660,"800.00","7.00","56.00","744.00","491040.00","SUR","Recibido","15 días crédito",NULL
958,"2026-05-20","OC-2026-0458","F-D002-202605-9297","L202605-347-0458","D004","P015",24,20,480,"1500.00","14.00","210.00","1290.00","619200.00","CENTRO","Recibido","45 días crédito",NULL
959,"2026-03-05","OC-2026-0459","F-D001-202603-3973","L202603-147-0459","D006","P007",44,30,1320,"2800.00","13.00","364.00","2436.00","3215520.00","SUR","Recibido","60 días crédito",NULL
960,"2026-09-20","OC-2026-0460","F-D005-202609-1066","L202609-819-0460","D005","P005",24,10,240,"1100.00","10.00","110.00","990.00","237600.00","SUR","Pendiente","30 días crédito",NULL
961,"2026-11-25","OC-2026-0461","F-D005-202611-8535","L202611-719-0461","D001","P005",48,20,960,"1100.00","11.00","121.00","979.00","939840.00","NORTE","Recibido","30 días crédito","Descuento por volumen"
962,"2026-12-22","OC-2026-0462","F-D005-202612-0756","L202612-672-0462","D002","P010",5,30,150,"2100.00","7.00","147.00","1953.00","292950.00","NORTE","Recibido","15 días crédito",NULL
963,"2026-09-10","OC-2026-0463","F-D002-202609-5686","L202609-382-0463","D004","P010",36,20,720,"2100.00","12.00","252.00","1848.00","1330560.00","VALLE","Recibido","45 días crédito",NULL
964,"2026-02-15","OC-2026-0464","F-D005-202602-9262","L202602-325-0464","D002","P009",27,10,270,"900.00","6.00","54.00","846.00","228420.00","NORTE","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
965,"2026-11-25","OC-2026-0465","F-D008-202611-3749","L202611-280-0465","D005","P001",22,30,660,"2500.00","12.00","300.00","2200.00","1452000.00","NORTE","Recibido","30 días crédito",NULL
966,"2026-02-01","OC-2026-0466","F-D004-202602-5193","L202602-943-0466","D001","P013",11,50,550,"2000.00","11.00","220.00","1780.00","979000.00","CENTRO","Recibido","30 días crédito",NULL
967,"2026-10-10","OC-2026-0467","F-D001-202610-5944","L202610-360-0467","D004","P001",26,24,624,"2500.00","11.00","275.00","2225.00","1388400.00","VALLE","Recibido","45 días crédito",NULL
968,"2026-08-14","OC-2026-0468","F-D006-202608-8748","L202608-514-0468","D008","P003",20,30,600,"1200.00","13.00","156.00","1044.00","626400.00","VALLE","Recibido","30 días crédito",NULL
969,"2026-05-03","OC-2026-0469","F-D003-202605-3685","L202605-167-0469","D003","P002",46,30,1380,"1800.00","9.00","162.00","1638.00","2260440.00","CENTRO","Recibido","Contado contra entrega",NULL
970,"2026-04-18","OC-2026-0470","F-D002-202604-5044","L202604-411-0470","D006","P008",14,50,700,"650.00","16.00","104.00","546.00","382200.00","SUR","Recibido","60 días crédito","Descuento por volumen"
971,"2026-01-19","OC-2026-0471","F-D003-202601-2346","L202601-379-0471","D003","P010",17,24,408,"2100.00","9.00","189.00","1911.00","779688.00","CENTRO","Recibido","Contado contra entrega",NULL
972,"2026-10-08","OC-2026-0472","F-D007-202610-1928","L202610-683-0472","D007","P009",5,20,100,"900.00","5.00","45.00","855.00","85500.00","VALLE","Recibido","15 días crédito",NULL
973,"2026-08-06","OC-2026-0473","F-D005-202608-4450","L202608-631-0473","D006","P018",22,10,220,"800.00","13.00","104.00","696.00","153120.00","VALLE","Recibido","60 días crédito",NULL
974,"2026-10-20","OC-2026-0474","F-D007-202610-6895","L202610-546-0474","D005","P001",5,24,120,"2500.00","11.00","275.00","2225.00","267000.00","CENTRO","Recibido","30 días crédito",NULL
975,"2026-01-16","OC-2026-0475","F-D006-202601-5159","L202601-047-0475","D004","P004",11,30,330,"850.00","11.00","93.50","756.50","249645.00","VALLE","Pendiente","45 días crédito",NULL
976,"2026-03-02","OC-2026-0476","F-D005-202603-4601","L202603-990-0476","D004","P016",11,20,220,"4000.00","11.00","440.00","3560.00","783200.00","NORTE","Pendiente","45 días crédito",NULL
977,"2026-03-03","OC-2026-0477","F-D003-202603-4032","L202603-000-0477","D008","P005",9,20,180,"1100.00","10.00","110.00","990.00","178200.00","SUR","Recibido","30 días crédito",NULL
978,"2026-05-01","OC-2026-0478","F-D004-202605-0107","L202605-798-0478","D004","P001",7,24,168,"2500.00","11.00","275.00","2225.00","373800.00","NORTE","Recibido","45 días crédito",NULL
979,"2026-03-26","OC-2026-0479","F-D007-202603-4257","L202603-330-0479","D007","P010",30,10,300,"2100.00","8.00","168.00","1932.00","579600.00","SUR","Recibido","15 días crédito",NULL
980,"2026-01-12","OC-2026-0480","F-D007-202601-0763","L202601-934-0480","D003","P012",39,50,1950,"2200.00","5.00","110.00","2090.00","4075500.00","NORTE","Recibido","Contado contra entrega",NULL
981,"2026-11-11","OC-2026-0481","F-D006-202611-0404","L202611-144-0481","D005","P010",9,50,450,"2100.00","12.00","252.00","1848.00","831600.00","SUR","Recibido","30 días crédito",NULL
982,"2026-04-23","OC-2026-0482","F-D004-202604-3363","L202604-449-0482","D006","P006",29,24,696,"3200.00","16.00","512.00","2688.00","1870848.00","VALLE","Recibido","60 días crédito",NULL
983,"2026-03-15","OC-2026-0483","F-D007-202603-6296","L202603-823-0483","D001","P016",31,10,310,"4000.00","10.00","400.00","3600.00","1116000.00","SUR","Recibido","30 días crédito",NULL
984,"2026-02-16","OC-2026-0484","F-D003-202602-8125","L202602-341-0484","D002","P016",15,60,900,"4000.00","10.00","400.00","3600.00","3240000.00","SUR","Recibido","15 días crédito",NULL
985,"2026-05-24","OC-2026-0485","F-D004-202605-9390","L202605-184-0485","D007","P008",30,60,1800,"650.00","6.00","39.00","611.00","1099800.00","VALLE","Recibido","15 días crédito",NULL
986,"2026-01-28","OC-2026-0486","F-D001-202601-8247","L202601-343-0486","D002","P019",38,24,912,"500.00","9.00","45.00","455.00","414960.00","CENTRO","Recibido","15 días crédito",NULL
987,"2026-08-15","OC-2026-0487","F-D001-202608-3871","L202608-210-0487","D004","P003",13,20,260,"1200.00","12.00","144.00","1056.00","274560.00","CENTRO","Recibido","45 días crédito",NULL
988,"2026-05-24","OC-2026-0488","F-D002-202605-8746","L202605-813-0488","D003","P001",24,24,576,"2500.00","5.00","125.00","2375.00","1368000.00","CENTRO","Recibido","Contado contra entrega",NULL
989,"2026-09-03","OC-2026-0489","F-D001-202609-9387","L202609-144-0489","D008","P011",8,20,160,"2100.00","9.00","189.00","1911.00","305760.00","VALLE","Recibido","30 días crédito",NULL
990,"2026-10-27","OC-2026-0490","F-D004-202610-5468","L202610-139-0490","D003","P004",24,20,480,"850.00","4.00","34.00","816.00","391680.00","NORTE","Recibido","Contado contra entrega",NULL
991,"2026-06-27","OC-2026-0491","F-D002-202606-8094","L202606-543-0491","D007","P006",4,30,120,"3200.00","9.00","288.00","2912.00","349440.00","VALLE","Recibido","15 días crédito",NULL
992,"2026-07-02","OC-2026-0492","F-D003-202607-4341","L202607-144-0492","D005","P016",10,10,100,"4000.00","12.00","480.00","3520.00","352000.00","SUR","Recibido","30 días crédito","Compra controlada: producto de alta rotación"
993,"2026-10-17","OC-2026-0493","F-D004-202610-6570","L202610-988-0493","D008","P003",48,20,960,"1200.00","13.00","156.00","1044.00","1002240.00","NORTE","Recibido","30 días crédito",NULL
994,"2026-07-08","OC-2026-0494","F-D003-202607-9469","L202607-459-0494","D006","P020",21,60,1260,"650.00","14.00","91.00","559.00","704340.00","NORTE","Recibido","60 días crédito",NULL
995,"2026-08-23","OC-2026-0495","F-D006-202608-1698","L202608-334-0495","D004","P011",55,10,550,"2100.00","11.00","231.00","1869.00","1027950.00","SUR","Recibido","45 días crédito",NULL
996,"2026-12-24","OC-2026-0496","F-D002-202612-2300","L202612-571-0496","D008","P007",43,10,430,"2800.00","12.00","336.00","2464.00","1059520.00","VALLE","Recibido","30 días crédito",NULL
997,"2026-11-20","OC-2026-0497","F-D004-202611-7399","L202611-443-0497","D007","P013",29,10,290,"2000.00","7.00","140.00","1860.00","539400.00","NORTE","Recibido","15 días crédito",NULL
998,"2026-01-16","OC-2026-0498","F-D007-202601-7420","L202601-439-0498","D005","P017",42,50,2100,"1800.00","9.00","162.00","1638.00","3439800.00","CENTRO","Recibido","30 días crédito",NULL
999,"2026-04-06","OC-2026-0499","F-D005-202604-1384","L202604-544-0499","D001","P001",1,60,60,"2500.00","11.00","275.00","2225.00","133500.00","NORTE","Recibido","30 días crédito",NULL
